ticker,publishedAt,title,description,content,source
ASELS.IS,2026-05-06 05:06:14,Turkish defense firms unveil new systems at SAHA 2026,"SAHA 2026, the International Defense, Aerospace and Space Industry Fair, opened at Istanbul Expo Center, bringing together more than 1,700 companies from over 120 countries.","ISTANBUL
SAHA 2026, the International Defense, Aerospace and Space Industry Fair, opened at Istanbul Expo Center, bringing together more than 1,700 companies from over 120 countries.
Organized by S… [+4644 chars]",NewsAPI
ASELS.IS,2026-05-05 11:15:24,SAHA 2026 opens with $8 billion export deal target,"SAHA 2026, Türkiye’s major defense, aerospace and space industry fair, opened at Istanbul Expo Center on May 5, bringing together domestic and international companies for five days of product launches, meetings and signing ceremonies.","ISTANBUL
SAHA 2026, Türkiyes major defense, aerospace and space industry fair, opened at Istanbul Expo Center on May 5, bringing together domestic and international companies for five days of produc… [+2319 chars]",NewsAPI
PGSUS.IS,2026-05-04 17:14:53,"'Normalization between Türkiye, Armenia sets example for others': Turkish VP","The normalization and peace process achieved between Türkiye and Armenia in the South Caucasus is ""extremely valuable"" and ""will serve as an example and inspiration for others,” Türkiye’s Vice President Cevdet Yilmaz said on May 4 in Yerevan.","YEREVAN
The normalization and peace process achieved between Türkiye and Armenia in the South Caucasus is ""extremely valuable"" and ""will serve as an example and inspiration for others, Türkiyes Vice… [+4022 chars]",NewsAPI
ASELS.IS,2026-05-04 13:34:24,Aselsan market value exceeds 2 trillion liras,"Turkish defense company Aselsan has become the first company traded on Borsa Istanbul to exceed 2 trillion Turkish Liras in market value, setting a new record as investor interest in defense industry shares remains strong.","ISTANBUL
Turkish defense company Aselsan has become the first company traded on Borsa Istanbul to exceed 2 trillion Turkish Liras in market value, setting a new record as investor interest in defens… [+791 chars]",NewsAPI
ASELS.IS,2026-05-04 12:33:00,"Programmable Ammunition Market Size to Hit USD 5.36 Billion by 2035, Driven by Rising Demand for Precision-Guided Munitions – SNS Insider","Global Programmable Ammunition Market Growth is Accelerated by Defense Modernization Programs, Increasing Adoption of Smart Weapons, and Advancements in AI-Enabled Targeting Technologies. Global Programmable Ammunition Market Growth is Accelerated by Defense …","Austin, United States, May 04, 2026 (GLOBE NEWSWIRE) -- As per SNS Insider, the Programmable Ammunition Market size was USD 2.67 Billion in 2025 and is expected to reach USD 5.36 Billion by 2035, wit… [+8565 chars]",NewsAPI
ASELS.IS,2026-05-04 05:54:33,ASELSAN to unveil new products at SAHA 2026,"ASELSAN will unveil five new products and six updated versions of existing systems at SAHA 2026, as the Turkish defense company prepares to showcase its latest technologies to international delegations in Istanbul.","ISTANBUL
ASELSAN will unveil five new products and six updated versions of existing systems at SAHA 2026, as the Turkish defense company prepares to showcase its latest technologies to international… [+2366 chars]",NewsAPI
TAVHL.IS,2026-05-02 06:48:05,The new battle for passenger time,"Airports have long competed through concrete: Bigger terminals, faster passport control, wider duty-free zones. But the real fracture in the passenger journey is not physical, it is digital. Today, a single trip is still experienced as a fragmented flow: An a…","Orkun Bulut
Airports have long competed through concrete: Bigger terminals, faster passport control, wider duty-free zones. But the real fracture in the passenger journey is not physical, it is digi… [+4484 chars]",NewsAPI
GARAN.IS,2026-04-30 12:30:39,Ripple Opens New Dubai HQ As Middle East Demand Surges,"Ripple has opened a new Middle East and Africa regional headquarters in Dubai’s International Financial Centre, expanding its UAE footprint as demand for regulated blockchain-based payments and custody infrastructure grows across the region. The move gives Ri…","Ripple has opened a new Middle East and Africa regional headquarters in Dubais International Financial Centre, expanding its UAE footprint as demand for regulated blockchain-based payments and custod… [+3330 chars]",NewsAPI
GARAN.IS,2026-04-30 06:34:51,Ripple expands headquarters in Dubai’s financial hub as regional demand accelerates,"Ripple's expansion in Dubai underscores the Middle East's growing influence in the blockchain sector, potentially reshaping global finance dynamics.
The post Ripple expands headquarters in Dubai’s financial hub as regional demand accelerates appeared first on…",The firm seeks to capitalize on the Middle East's growing demand for blockchain payment services with a strategic new hub. Ripple has expanded its operations in the UAE by establishing a new Middle E… [+2165 chars],NewsAPI
TOASO.IS,2026-04-30 06:12:00,Stellantis Reports Q1 2026 Financial Results,Stellantis Reports Q1 2026 Financial ResultsReturn to ProfitabilityYear-over-Year Improvement Across All Key Financial Metrics  Net revenues...,"Stellantis Reports Q1 2026 Financial ResultsReturn to ProfitabilityYear-over-Year Improvement Across All Key Financial Metrics
<ul><li>Net revenues increased to 38.1 billion, up 6% versus Q1 2025, s… [+48450 chars]",NewsAPI
ASELS.IS,2026-04-29 10:13:21,Aselsan revenue rises 15 pct in first quarter,"Aselsan’s revenue rose by 15 percent in real terms in the first quarter of 2026 from a year earlier to 34.3 billion Turkish Liras, while its new export contracts increased by 69 percent to $629 million.","ANKARA
Aselsans revenue rose by 15 percent in real terms in the first quarter of 2026 from a year earlier to 34.3 billion Turkish Liras, while its new export contracts increased by 69 percent to $62… [+1719 chars]",NewsAPI
TUPRS.IS,2026-04-28 20:38:32,Manchester United’s Post-Fergie Cycle Rolls On,Manchester United have been in a persistent cycle of unfulfilled promise since the departure of Sir Alex Ferguson.,"Manchester United have been in a persistent cycle of unfulfilled promise since the departure of Sir Alex Ferguson, leaving fans questioning if true greatness will ever return to Old Trafford.
There … [+4333 chars]",NewsAPI
KCHOL.IS,2026-04-28 16:05:54,Minnesota Vikings News and Links: Who Cares About Draft Grades?,The draft is over and most of the grades are in and they are kind of middle of the road. Most are at a C which could be worse if everyone else gets As and Bs. But who really cares if other folks do not say nice things about the team? Are you truly a […],The draft is over and most of the grades are in and they are kind of middle of the road. Most are at a C which could be worse if everyone else gets As and Bs. But who really cares if other folks do n… [+26763 chars],NewsAPI
ASELS.IS,2024-10-03 08:38:40,Türk mühendisler Aselsan'a geri dönüyor,"ASELSAN Genel Müdürü Ahmet Akyol ""Geçen bir yıl içinde Türkiye'ye geri dönüp ASELSAN'da mühendis olacağım diyen 245 arkadaş başvurmuştu. Şu an 9 aylık rakam 700 kişiye ulaştı"" dedi.","Türk mühendisler Aselsan'a geri dönüyor ASELSAN Genel Müdürü Ahmet Akyol ""Geçen bir yıl içinde Türkiye'ye geri dönüp ASELSAN'da mühendis olacağım diyen 245 arkadaş başvurmuştu. Şu an 9 aylık rakam 700 kişiye ulaştı"" dedi.",Hürriyet Ekonomi
THYAO.IS,2024-10-03 08:04:55,THY'den personel alımı ilanı,Türk Hava Yolları tecrübeli ve tecrübesiz personel alımı için ilana çıktı. Başvuru için son tarih 14 Ekim 2024 oldu.,THY'den personel alımı ilanı Türk Hava Yolları tecrübeli ve tecrübesiz personel alımı için ilana çıktı. Başvuru için son tarih 14 Ekim 2024 oldu.,Hürriyet Ekonomi
